time,x,y,z
89.6015,-0.037717097,-0.0072430847,-0.012757376
89.61871,-0.037214246,-0.0059590093,-0.013680246
89.63484,-0.036628965,-0.004432268,-0.014661361
89.65172,-0.03561142,-0.0025446687,-0.01566364
89.6682,-0.03524263,-0.0017463756,-0.016201103
89.6848,-0.034311764,-0.00041907735,-0.017148253
89.701355,-0.033739433,0.00027236372,-0.01760605
89.71827,-0.031949967,0.0028104463,-0.018977514
89.7349,-0.030689383,0.004390618,-0.019749196
89.75144,-0.031148618,0.0043861056,-0.019750303
89.768074,-0.02957222,0.0058453074,-0.020295175
89.784805,-0.02821672,0.007107349,-0.020942703
89.80122,-0.02652535,0.008593958,-0.021621281
89.81796,-0.025014982,0.009797141,-0.022253651
89.83465,-0.023079848,0.011122071,-0.02291671
89.85143,-0.023535559,0.011116807,-0.022919163
89.86806,-0.020171352,0.01236166,-0.024003917
89.88465,-0.018425709,0.01304959,-0.02450932
89.901405,-0.018028593,0.013510883,-0.02475618
89.91825,-0.015952975,0.014448861,-0.025377754
89.93509,-0.014235862,0.0146983275,-0.025841491
89.951515,-0.01360195,0.014660049,-0.025967225
89.96837,-0.011802817,0.014900444,-0.026228696
89.985435,-0.010263031,0.015507067,-0.026543487
90.001465,-0.009893809,0.015488865,-0.0266012
90.018486,-0.008378532,0.0149920145,-0.026784688
90.03496,-0.006699189,0.015548194,-0.026943771
90.051544,-0.0060256026,0.01572457,-0.027020635
90.06854,-0.004747842,0.015551166,-0.027262436
90.084816,-0.0037148024,0.015142369,-0.027340423
90.10158,-0.0034407252,0.01516502,-0.027290206
90.1186,-0.002400065,0.015178681,-0.027298057
90.13542,-0.0017494004,0.014789511,-0.02701283
90.151436,-0.0017041346,0.014084257,-0.026769869
90.16858,-0.0007461586,0.014150009,-0.026138587
90.18523,-0.00039743123,0.014303469,-0.02590036
90.20153,0.0001412967,0.01389773,-0.025205955
90.2187,0.0005769869,0.012674209,-0.0243948
90.23525,0.0008229631,0.012339924,-0.023916177
90.25163,0.0013088003,0.012119336,-0.023109445
90.26853,0.0017845858,0.011188266,-0.022255523
90.28517,0.0016818539,0.010556097,-0.02159745
90.301765,0.0021008698,0.009368334,-0.020144004
90.31877,0.0022397886,0.009199832,-0.018714216
90.33509,0.0018468009,0.008559332,-0.018040663
90.3518,0.0018075607,0.0075059147,-0.016478602
90.36961,0.001580261,0.0062811933,-0.014937874
90.385345,0.0014392373,0.0061060856,-0.014192565
90.40174,0.00079303444,0.0047476324,-0.01271142
90.41882,0.000027805485,0.0033514856,-0.011085849
90.434875,-0.00040067034,0.002686952,-0.010263814
90.45143,-0.00069502986,0.0013673258,-0.008634817
90.46914,-0.0012351996,-0.00006510442,-0.0069498844
90.48524,-0.0022802886,-0.00066794123,-0.0062232297
90.50141,-0.0032790967,-0.0018190874,-0.0045919227
90.51835,-0.0039231502,-0.003098977,-0.003042914
90.535385,-0.0042417967,-0.0032669303,-0.0022470301
90.55209,-0.0055357227,-0.0045685684,-0.0006868278
90.56856,-0.0069679124,-0.005676545,0.0007910489
90.58527,-0.0075458246,-0.0059582544,0.0014933042
90.602196,-0.008938372,-0.006481775,0.002760913
90.61839,-0.010251028,-0.0074157463,0.0038158975
90.63527,-0.011393048,-0.0076377345,0.0042943694
90.65159,-0.012334544,-0.00809715,0.005363389
90.668365,-0.013403423,-0.008658819,0.005899281
90.68506,-0.014849077,-0.009536193,0.006793488
90.70197,-0.016274408,-0.009925924,0.0077200457
90.718704,-0.01744843,-0.010282646,0.008018248
90.735085,-0.019183377,-0.011157499,0.008552733
90.7523,-0.020723835,-0.011536798,0.0090440065
90.768364,-0.021697119,-0.011892237,0.009219598
90.785034,-0.022966318,-0.012112964,0.009346844
90.80215,-0.024692057,-0.0127393985,0.009460715
90.818405,-0.025654815,-0.01297449,0.0094412435
90.83557,-0.027104309,-0.013113901,0.009238669
90.851654,-0.028532567,-0.013021474,0.00896286
90.86821,-0.029432124,-0.013432088,0.008771209
90.88494,-0.030661613,-0.013924667,0.008171866
90.90155,-0.0320343,-0.013940195,0.0073337005
90.91833,-0.03276688,-0.01447043,0.0068425685
90.93466,-0.033985775,-0.014713275,0.0055205873
90.95156,-0.035196327,-0.0155657865,0.0039670244
90.96818,-0.036132675,-0.015388486,0.0030706224
90.98521,-0.037251797,-0.015535697,0.0012048155
91.00158,-0.03805182,-0.015720854,-0.00082321774
91.018265,-0.03910129,-0.016064104,-0.0018849823
91.03506,-0.039605565,-0.015665041,-0.0041654897
91.051895,-0.039941065,-0.015854498,-0.006530494
91.06836,-0.040041804,-0.015794907,-0.00773319
91.08511,-0.040693752,-0.015376754,-0.010232124
91.10209,-0.04126518,-0.014756227,-0.012794917
91.118256,-0.041380916,-0.014284972,-0.015526943
91.1351,-0.0417606,-0.014287898,-0.015524206
91.15184,-0.0419458,-0.0134951705,-0.018192984
91.16858,-0.041864015,-0.01279767,-0.020909833
91.185074,-0.04174226,-0.011849568,-0.023651667
91.20148,-0.041539233,-0.010879552,-0.026386842
91.21793,-0.041235764,-0.009565861,-0.02899874
91.23489,-0.040537823,-0.008182699,-0.03155106
91.2516,-0.040338296,-0.0076292786,-0.032770365
91.26831,-0.03952165,-0.0060901046,-0.03543115
91.285255,-0.038833622,-0.004332652,-0.038023397
91.3014,-0.038807597,-0.003595405,-0.03937046
91.31812,-0.03719602,-0.0021423153,-0.041795034
91.33462,-0.036005046,-0.00023633131,-0.044094067
91.35172,-0.035363555,0.0008577405,-0.04499992
91.36798,-0.034081507,0.002937254,-0.04675922
91.38482,-0.032701872,0.004836433,-0.048007857
91.40138,-0.031858176,0.0058909142,-0.048628386
91.41816,-0.029976763,0.008294782,-0.049502764
91.43506,-0.02858486,0.009979953,-0.050122727
91.45158,-0.027995804,0.010935817,-0.05030004
91.468376,-0.02713773,0.012165583,-0.050448265
91.48521,-0.024500307,0.0152980285,-0.05063033
91.501526,-0.024096549,0.016269563,-0.05057172
91.51817,-0.022302585,0.018446064,-0.05023197
91.53503,-0.020078039,0.020278415,-0.049719956
91.55145,-0.019367216,0.021242494,-0.049415063
91.56793,-0.017590405,0.022829017,-0.048482668
91.584724,-0.016592449,0.023473026,-0.047970764
91.60148,-0.014653262,0.025049081,-0.04679348
91.617836,-0.013140198,0.026259681,-0.045572124
91.63475,-0.012550835,0.026882263,-0.04490865
91.65149,-0.0108670555,0.027607754,-0.043416176
91.66786,-0.009466251,0.028703671,-0.041946273
91.684814,-0.008862931,0.028967254,-0.041256145
91.701454,-0.007116014,0.02937121,-0.039674245
91.718124,-0.0058761053,0.029796913,-0.038073827
91.73473,-0.0051665874,0.02996181,-0.0372068
91.75147,-0.0039666337,0.030033145,-0.0353692
91.768005,-0.0026751528,0.029725326,-0.033420872
91.784645,-0.002517,0.029854853,-0.032383673
91.801575,-0.0013757509,0.029593518,-0.03029217
91.81823,-0.0001410942,0.02940192,-0.028009813
91.834755,0.0002999506,0.028818978,-0.026756786
91.8515,0.0009812934,0.028116703,-0.024290355
91.86826,0.0016793194,0.02733947,-0.021891389
91.88482,0.0017467018,0.026841609,-0.020645926
91.902084,0.0025588928,0.025915384,-0.018173708
91.91837,0.003252433,0.0247595,-0.01583425
91.93508,0.0032905298,0.024430098,-0.014559526
91.95166,0.003602873,0.023055878,-0.012209265
91.96869,0.003845971,0.021978507,-0.009721316
91.98551,0.0040418203,0.021136995,-0.0084485505
92.001564,0.0041194614,0.019997206,-0.0058123213
92.01935,0.0038942918,0.018771796,-0.003079805
92.03557,0.0034859108,0.017590182,-0.0018111222
92.051796,0.0033837706,0.016183767,0.00085432676
92.06854,0.0032577121,0.014360041,0.0033013166
92.08583,0.0026849746,0.013659683,0.0044922614
92.10198,0.0020629393,0.011433561,0.006830537
92.118706,0.0014412422,0.009748247,0.008941358
92.13475,0.001147906,0.008556005,0.009792534
92.15203,0.0001418002,0.0065407106,0.011432058
92.16844,-0.0006042383,0.0053228545,0.012150429
92.18514,-0.001744301,0.0031418384,0.013393178
92.2015,-0.0032441346,0.0011067685,0.014546145
92.21837,-0.004396605,0.00014453164,0.01493732
92.23598,-0.0059563667,-0.0018935724,0.01578035
92.25178,-0.0075272364,-0.003944213,0.016474402
92.269356,-0.008568732,-0.0048595,0.01680378
92.285385,-0.010595314,-0.00695511,0.017256714
92.302765,-0.012440082,-0.008856312,0.017590316
92.31898,-0.013473718,-0.00949764,0.017659638
92.33542,-0.015222324,-0.01111895,0.017625853
92.35197,-0.016818894,-0.013126194,0.017572418
92.36807,-0.017870227,-0.013804927,0.017430697
92.38544,-0.019520212,-0.015287361,0.017107518
92.4024,-0.021104874,-0.01678122,0.0164591
92.41846,-0.022116534,-0.017558593,0.016019445
92.435265,-0.02398205,-0.01911616,0.014842409
92.45197,-0.02540198,-0.020188697,0.013457601
92.46854,-0.026329516,-0.020521516,0.012639722
92.48559,-0.027846122,-0.02152847,0.011105403
92.50201,-0.030024298,-0.022818772,0.008468018
92.51919,-0.030334987,-0.02281733,0.008471517
92.535255,-0.031393025,-0.022966672,0.006585076
92.55285,-0.032697015,-0.023617761,0.0048998725
92.56861,-0.033839095,-0.023186494,0.0032906672
92.585464,-0.03519445,-0.022503207,0.0015225231
92.60203,-0.03550886,-0.022503082,0.0015260673
92.618645,-0.03593105,-0.02206147,-0.000033471413
92.63495,-0.036757715,-0.02115699,-0.0015362538
92.651955,-0.03694486,-0.019706158,-0.0028647732
92.668724,-0.037271425,-0.018486982,-0.0040686075
92.68556,-0.037443474,-0.01689661,-0.0053238114
92.70191,-0.03781232,-0.015793348,-0.005915403
92.71825,-0.037837826,-0.013870113,-0.0071394537
92.73496,-0.037478164,-0.012790384,-0.0075948276
92.75175,-0.03713794,-0.010733645,-0.008620798
92.768196,-0.036575865,-0.0090131555,-0.009377909
92.78514,-0.036091965,-0.0066732313,-0.010213789
92.8016,-0.036019925,-0.005727821,-0.010531089
92.81821,-0.0357527,-0.0046836995,-0.010949362
92.835175,-0.03510917,-0.0010510036,-0.0123027265
92.85171,-0.034688726,0.00010751662,-0.012782854
92.86837,-0.033712856,0.0021681157,-0.013809869
92.88543,-0.03266412,0.004568859,-0.015017512
92.90166,-0.032711145,0.005727166,-0.015697125
92.91807,-0.031828772,0.0075606457,-0.017072922
92.93467,-0.031607576,0.008358595,-0.017832153
92.95188,-0.030548092,0.010549336,-0.019425968
92.96912,-0.029469432,0.012377841,-0.02099567
92.984985,-0.028680004,0.013389953,-0.021774564
93.00153,-0.027486114,0.015208856,-0.023433328
93.01841,-0.02649394,0.016668752,-0.025079237
93.03498,-0.025923414,0.017322846,-0.025932364
93.05142,-0.02411425,0.019409267,-0.0275302
93.06799,-0.02230318,0.020616755,-0.02880254
93.08531,-0.021787757,0.021340365,-0.029456973
93.10168,-0.01968265,0.022899678,-0.03045036
93.118126,-0.017509777,0.024715533,-0.031080052
93.13492,-0.016678557,0.025394628,-0.03127547
93.15187,-0.014819528,0.02633878,-0.031232923
93.16834,-0.012650178,0.027628131,-0.031127235
93.18475,-0.011768013,0.02854925,-0.03100473
93.20125,-0.009803814,0.02977497,-0.030562283
93.21833,-0.008130957,0.030393386,-0.030027127
93.23482,-0.007204341,0.030839449,-0.02966393
93.25114,-0.005687809,0.032107446,-0.029015312
93.26831,-0.004079898,0.032969616,-0.028046628
93.28482,-0.003337349,0.03322887,-0.027574452
93.30148,-0.0015876997,0.034170173,-0.026479227
93.31841,-0.00028022195,0.03495838,-0.025403772
93.334755,0.00031840216,0.034883462,-0.024684638
93.351814,0.0014082969,0.035257332,-0.023130506
93.36779,0.002169968,0.035570234,-0.022333914
93.38451,0.0034526598,0.03631664,-0.020489339
93.40153,0.0045675994,0.036489166,-0.018231435
93.41811,0.005920956,0.03662254,-0.015566686
93.4349,0.0065307156,0.036585968,-0.014109451
93.45143,0.007974986,0.036518082,-0.011149675
93.46778,0.008187443,0.03622612,-0.009666961
93.484795,0.0094030285,0.03547411,-0.006590701
93.50153,0.01009015,0.034478605,-0.0035328076
93.518295,0.010600366,0.034283616,-0.0020665096
93.534996,0.011306456,0.033696797,0.0009527405
93.551506,0.011903418,0.032300457,0.004105746
93.56803,0.011827021,0.031518213,0.0057547847
